ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
human immunodeficiency virus (HIV)-1	human immunodeficiency virus (HIV)-1	10/172	25/1764	5.36956036976427e-05	0.000305615695796995	0.000145233825800309	hsa-mir-21/hsa-mir-93/hsa-mir-500a/hsa-mir-103a-1/hsa-mir-103a-2/hsa-mir-221/hsa-mir-34c/hsa-mir-222/hsa-mir-19a/hsa-mir-19b-2	10
oxygen glucose deprivation (OGD)	oxygen glucose deprivation (OGD)	10/172	25/1764	5.36956036976427e-05	0.000305615695796995	0.000145233825800309	hsa-mir-224/hsa-mir-103a-1/hsa-mir-103a-2/hsa-mir-9-1/hsa-mir-9-3/hsa-mir-9-2/hsa-mir-216b/hsa-mir-188/hsa-mir-204/hsa-mir-539	10
temozolomide	temozolomide	18/172	69/1764	5.39030919771399e-05	0.000305615695796995	0.000145233825800309	hsa-mir-21/hsa-mir-93/hsa-mir-221/hsa-mir-9-1/hsa-mir-9-3/hsa-mir-9-2/hsa-mir-34a/hsa-mir-222/hsa-mir-421/hsa-mir-519a-1/hsa-mir-101-1/hsa-mir-101-2/hsa-mir-181b-2/hsa-mir-195/hsa-mir-765/hsa-mir-20b/hsa-mir-204/hsa-mir-539	18
Carcinoma, Laryngeal	Carcinoma, Laryngeal	17/172	63/1764	5.50664448509756e-05	0.000309373299253663	0.000147019503477724	hsa-mir-10b/hsa-mir-221/hsa-mir-9-1/hsa-mir-9-3/hsa-mir-9-2/hsa-mir-34a/hsa-mir-20a/hsa-mir-101-1/hsa-mir-101-2/hsa-mir-130a/hsa-mir-195/hsa-mir-196a-1/hsa-mir-196a-2/hsa-mir-205/hsa-mir-20b/hsa-mir-1276/hsa-mir-214	17
Sorafenib	Sorafenib	12/172	35/1764	5.71041230832515e-05	0.000314334412098518	0.000149377109479623	hsa-mir-10b/hsa-mir-21/hsa-mir-224/hsa-mir-182/hsa-mir-103a-2/hsa-mir-221/hsa-mir-660/hsa-mir-34a/hsa-mir-30d/hsa-mir-139/hsa-mir-18a/hsa-mir-425	12
tobacco	tobacco	12/172	35/1764	5.71041230832515e-05	0.000314334412098518	0.000149377109479623	hsa-mir-10b/hsa-mir-500a/hsa-mir-500b/hsa-mir-34a/hsa-mir-18a/hsa-mir-17/hsa-mir-130a/hsa-mir-362/hsa-mir-338/hsa-mir-205/hsa-mir-199b/hsa-mir-200c	12
Atherosclerosis	Atherosclerosis	22/172	95/1764	5.74753860309588e-05	0.000314334412098518	0.000149377109479623	hsa-mir-10b/hsa-mir-21/hsa-mir-182/hsa-mir-103a-1/hsa-mir-103a-2/hsa-mir-221/hsa-mir-9-1/hsa-mir-9-3/hsa-mir-9-2/hsa-mir-34a/hsa-mir-222/hsa-mir-30d/hsa-mir-216a/hsa-mir-19a/hsa-mir-17/hsa-mir-181b-2/hsa-mir-33b/hsa-mir-19b-2/hsa-mir-431/hsa-mir-410/hsa-mir-432/hsa-mir-135b	22
Bone Regeneration	Bone Regeneration	11/172	30/1764	5.8079974367315e-05	0.000314854597885971	0.000149624310696961	hsa-mir-424/hsa-mir-93/hsa-mir-221/hsa-mir-34c/hsa-mir-222/hsa-mir-19a/hsa-mir-17/hsa-mir-196a-1/hsa-mir-196a-2/hsa-mir-130b/hsa-mir-20b	11
gemcitabine (GEM)	gemcitabine (GEM)	21/172	89/1764	6.39909633316841e-05	0.000343881872512876	0.000163418569972905	hsa-mir-21/hsa-mir-183/hsa-mir-221/hsa-mir-139/hsa-mir-301a/hsa-mir-181b-2/hsa-mir-643/hsa-mir-372/hsa-mir-326/hsa-let-7c/hsa-mir-205/hsa-mir-199a-2/hsa-mir-410/hsa-mir-214/hsa-mir-409/hsa-mir-204/hsa-mir-483/hsa-mir-200c/hsa-mir-412/hsa-mir-7-3/hsa-mir-211	21
cisplatin (DDP)	cisplatin (DDP)	32/172	167/1764	6.59499814934588e-05	0.000351354211749634	0.000166969553871824	hsa-mir-424/hsa-mir-10b/hsa-mir-21/hsa-mir-93/hsa-mir-500a/hsa-mir-182/hsa-mir-501/hsa-mir-103a-1/hsa-mir-103a-2/hsa-mir-1269b/hsa-mir-221/hsa-mir-34a/hsa-mir-454/hsa-mir-139/hsa-mir-19a/hsa-mir-425/hsa-mir-519a-1/hsa-mir-101-1/hsa-mir-101-2/hsa-mir-17/hsa-mir-130a/hsa-mir-1270/hsa-mir-362/hsa-mir-33b/hsa-mir-195/hsa-mir-338/hsa-mir-765/hsa-let-7c/hsa-mir-199a-2/hsa-mir-199a-1/hsa-mir-214/hsa-mir-323b	32
Carcinoma, Endometrial	Carcinoma, Endometrial	16/172	58/1764	6.89341447862488e-05	0.000364113687845314	0.000173033075981677	hsa-mir-424/hsa-mir-10b/hsa-mir-93/hsa-mir-182/hsa-mir-103a-1/hsa-mir-103a-2/hsa-mir-34c/hsa-mir-34a/hsa-mir-222/hsa-mir-196a-2/hsa-let-7c/hsa-mir-205/hsa-mir-944/hsa-mir-204/hsa-mir-200c/hsa-mir-135b	16
arsenic trioxide (ATO)	arsenic trioxide (ATO)	19/172	77/1764	7.63864583278106e-05	0.000398112777854567	0.000189190027289089	hsa-mir-10b/hsa-mir-21/hsa-mir-183/hsa-mir-96/hsa-mir-9-1/hsa-mir-9-3/hsa-mir-9-2/hsa-mir-34c/hsa-mir-222/hsa-mir-184/hsa-mir-18a/hsa-mir-19a/hsa-mir-17/hsa-mir-372/hsa-mir-20b/hsa-mir-6734/hsa-mir-214/hsa-mir-204/hsa-mir-200c	19
Arsenic	Arsenic	7/172	13/1764	7.69705406308227e-05	0.000398112777854567	0.000189190027289089	hsa-mir-21/hsa-mir-221/hsa-mir-9-1/hsa-mir-9-3/hsa-mir-9-2/hsa-mir-34a/hsa-mir-222	7
angiotensin II (Ang II)	angiotensin II (Ang II)	12/172	36/1764	7.84540772633777e-05	0.000398112777854567	0.000189190027289089	hsa-mir-21/hsa-mir-500a/hsa-mir-96/hsa-mir-221/hsa-mir-217/hsa-mir-9-1/hsa-mir-9-3/hsa-mir-9-2/hsa-mir-34a/hsa-mir-425/hsa-mir-17/hsa-mir-130a	12
BAY11-7082	BAY11-7082	8/172	17/1764	7.85918428774388e-05	0.000398112777854567	0.000189190027289089	hsa-mir-21/hsa-mir-502/hsa-mir-34a/hsa-mir-216a/hsa-mir-195/hsa-mir-196a-1/hsa-mir-196a-2/hsa-mir-20b	8
rituximab (RTX)	rituximab (RTX)	8/172	17/1764	7.85918428774388e-05	0.000398112777854567	0.000189190027289089	hsa-mir-532/hsa-mir-34a/hsa-mir-135a-2/hsa-mir-135a-1/hsa-mir-760/hsa-mir-326/hsa-mir-20b/hsa-mir-135b	8
IL-1β	IL-1β	24/172	112/1764	9.94123016982842e-05	0.000499486198776745	0.000237364417405403	hsa-mir-21/hsa-mir-93/hsa-mir-183/hsa-mir-103a-1/hsa-mir-103a-2/hsa-mir-221/hsa-mir-9-1/hsa-mir-9-3/hsa-mir-9-2/hsa-mir-502/hsa-mir-34a/hsa-mir-216b/hsa-mir-425/hsa-mir-101-1/hsa-mir-101-2/hsa-mir-17/hsa-mir-33b/hsa-mir-19b-2/hsa-mir-372/hsa-mir-653/hsa-mir-214/hsa-mir-204/hsa-mir-7-3/hsa-mir-211	24
influenza A virus (IAV)	influenza A virus (IAV)	9/172	22/1764	0.000105447985125399	0.000521334838459974	0.000247747266105149	hsa-mir-93/hsa-mir-9-1/hsa-mir-9-3/hsa-mir-9-2/hsa-mir-34a/hsa-mir-101-1/hsa-mir-101-2/hsa-mir-17/hsa-mir-200c	9
Lymphoma, Hodgkin	Lymphoma, Hodgkin	9/172	22/1764	0.000105447985125399	0.000521334838459974	0.000247747266105149	hsa-mir-21/hsa-mir-96/hsa-mir-9-1/hsa-mir-9-3/hsa-mir-9-2/hsa-mir-520a/hsa-mir-20a/hsa-mir-17/hsa-mir-196a-1	9
Carcinoma, Oral	Carcinoma, Oral	12/172	37/1764	0.00010635135072541	0.000521628053557963	0.000247886606953963	hsa-mir-21/hsa-mir-1269b/hsa-mir-196b/hsa-mir-34a/hsa-mir-139/hsa-mir-196a-1/hsa-mir-196a-2/hsa-mir-34b/hsa-mir-372/hsa-mir-205/hsa-mir-214/hsa-mir-135b	12
MYCN	MYCN	6/172	10/1764	0.000118989030009871	0.000579017484614965	0.000275159049919222	hsa-mir-221/hsa-mir-18a/hsa-mir-19a/hsa-mir-20a/hsa-mir-421/hsa-mir-17	6
mir-506 family	mir-506 family	8/172	18/1764	0.000129795652693126	0.000626669635658999	0.000297804170241629	hsa-mir-511/hsa-mir-508/hsa-mir-514a-1/hsa-mir-514a-3/hsa-mir-514a-2/hsa-mir-509-2/hsa-mir-509-3/hsa-mir-509-1	8
hepatitis C virus (HCV)	hepatitis C virus (HCV)	14/172	49/1764	0.000132675263148908	0.000635607074620348	0.000302051394684171	hsa-mir-21/hsa-mir-93/hsa-mir-501/hsa-mir-221/hsa-mir-34a/hsa-mir-135a-2/hsa-mir-19a/hsa-mir-301a/hsa-mir-135a-1/hsa-mir-130a/hsa-mir-181b-2/hsa-mir-130b/hsa-mir-199a-2/hsa-mir-199a-1	14
silver nanoparticles (AgNPs)	silver nanoparticles (AgNPs)	7/172	14/1764	0.000141366334578766	0.000671654031226346	0.000319181527358458	hsa-mir-424/hsa-mir-34a/hsa-mir-30d/hsa-mir-20a/hsa-mir-181b-2/hsa-mir-338/hsa-mir-205	7
Hypertension	Hypertension	12/172	38/1764	0.000142373265518853	0.000671654031226346	0.000319181527358458	hsa-mir-21/hsa-mir-105-2/hsa-mir-105-1/hsa-mir-139/hsa-mir-425/hsa-mir-17/hsa-mir-196a-2/hsa-mir-199a-2/hsa-mir-199a-1/hsa-mir-214/hsa-mir-204/hsa-mir-135b	12
palmitate	palmitate	9/172	23/1764	0.000158849646923447	0.000743705165141595	0.000353421463250732	hsa-mir-34a/hsa-mir-362/hsa-mir-195/hsa-mir-372/hsa-mir-92b/hsa-mir-199a-2/hsa-mir-199a-1/hsa-mir-204/hsa-mir-483	9
Coronary Heart Diseases	Coronary Heart Diseases	15/172	56/1764	0.000169975755464311	0.000789812156969503	0.000375332297384588	hsa-mir-21/hsa-mir-224/hsa-mir-221/hsa-mir-34a/hsa-mir-454/hsa-mir-18a/hsa-mir-526b/hsa-mir-17/hsa-mir-130a/hsa-mir-196a-2/hsa-mir-939/hsa-mir-765/hsa-mir-199a-2/hsa-mir-199a-1/hsa-mir-214	15
activin A	activin A	8/172	19/1764	0.000205713578774117	0.000923023692307436	0.000438636706104198	hsa-mir-93/hsa-mir-196b/hsa-mir-222/hsa-mir-30d/hsa-mir-18a/hsa-mir-130a/hsa-let-7c/hsa-mir-7-3	8
cisplatin (CDDP)	cisplatin (CDDP)	13/172	45/1764	0.000206112086631758	0.000923023692307436	0.000438636706104198	hsa-mir-21/hsa-mir-93/hsa-mir-221/hsa-mir-34a/hsa-mir-222/hsa-mir-425/hsa-mir-130a/hsa-mir-181b-2/hsa-mir-199a-2/hsa-mir-199a-1/hsa-mir-944/hsa-mir-204/hsa-mir-200c	13
Docetaxel	Docetaxel	13/172	45/1764	0.000206112086631758	0.000923023692307436	0.000438636706104198	hsa-mir-424/hsa-mir-21/hsa-mir-502/hsa-mir-34a/hsa-mir-20a/hsa-mir-101-1/hsa-mir-101-2/hsa-mir-130a/hsa-mir-181b-2/hsa-mir-195/hsa-mir-204/hsa-mir-200c/hsa-mir-7-3	13
hepatitis B virus (HBV)	hepatitis B virus (HBV)	13/172	45/1764	0.000206112086631758	0.000923023692307436	0.000438636706104198	hsa-mir-424/hsa-mir-21/hsa-mir-93/hsa-mir-1269b/hsa-mir-19a/hsa-mir-101-1/hsa-mir-101-2/hsa-mir-17/hsa-mir-19b-2/hsa-mir-205/hsa-mir-199a-2/hsa-mir-199a-1/hsa-mir-211	13
Retinoblastoma	Retinoblastoma	13/172	45/1764	0.000206112086631758	0.000923023692307436	0.000438636706104198	hsa-mir-21/hsa-mir-183/hsa-mir-34c/hsa-mir-18a/hsa-mir-20a/hsa-mir-101-1/hsa-mir-101-2/hsa-mir-17/hsa-mir-181b-2/hsa-mir-19b-2/hsa-mir-34b/hsa-let-7c/hsa-mir-204	13
cryptotanshinone	cryptotanshinone	6/172	11/1764	0.000240707007000178	0.00105945075222187	0.000503469187310343	hsa-mir-21/hsa-mir-96/hsa-mir-182/hsa-mir-30d/hsa-mir-338/hsa-mir-205	6
head-down tilt (HDT) bed rest	head-down tilt (HDT) bed rest	6/172	11/1764	0.000240707007000178	0.00105945075222187	0.000503469187310343	hsa-mir-103a-1/hsa-mir-103a-2/hsa-mir-20a/hsa-mir-130a/hsa-mir-199a-2/hsa-mir-199a-1	6
Fatty Liver, Non-Alcoholic	Fatty Liver, Non-Alcoholic	7/172	15/1764	0.000243433667986255	0.00105945075222187	0.000503469187310343	hsa-mir-21/hsa-mir-9-1/hsa-mir-9-3/hsa-mir-9-2/hsa-mir-34a/hsa-mir-17/hsa-mir-577	7
hsa-mir-514a-3 cluster	hsa-mir-514a-3 cluster	7/172	15/1764	0.000243433667986255	0.00105945075222187	0.000503469187310343	hsa-mir-508/hsa-mir-514a-1/hsa-mir-514a-3/hsa-mir-514a-2/hsa-mir-509-2/hsa-mir-509-3/hsa-mir-509-1	7
particulate matter (PM2.5)	particulate matter (PM2.5)	12/172	40/1764	0.00024649698463252	0.00106441723197985	0.000505829343761501	hsa-mir-21/hsa-mir-93/hsa-mir-96/hsa-mir-34a/hsa-mir-222/hsa-mir-139/hsa-mir-20a/hsa-mir-101-1/hsa-mir-101-2/hsa-mir-338/hsa-mir-205/hsa-mir-204	12
doxorubicin (DOX)	doxorubicin (DOX)	16/172	64/1764	0.000248019549199187	0.00106441723197985	0.000505829343761501	hsa-mir-424/hsa-mir-21/hsa-mir-182/hsa-mir-501/hsa-mir-221/hsa-mir-502/hsa-mir-34c/hsa-mir-34a/hsa-mir-222/hsa-mir-184/hsa-mir-30d/hsa-mir-181b-2/hsa-mir-195/hsa-mir-372/hsa-mir-200c/hsa-mir-135b	16
Osteogenesis	Osteogenesis	15/172	58/1764	0.000260839559503845	0.00111171619154053	0.000528306621427026	hsa-mir-424/hsa-mir-21/hsa-mir-224/hsa-mir-96/hsa-mir-221/hsa-mir-34c/hsa-mir-34a/hsa-mir-222/hsa-mir-17/hsa-mir-195/hsa-mir-199a-2/hsa-mir-199a-1/hsa-mir-214/hsa-mir-200c/hsa-mir-211	15
dexamethasone (DEX)	dexamethasone (DEX)	17/172	71/1764	0.00027788190175892	0.00117623983073296	0.000558969362586437	hsa-mir-21/hsa-mir-501/hsa-mir-103a-1/hsa-mir-103a-2/hsa-mir-221/hsa-mir-9-1/hsa-mir-9-3/hsa-mir-196b/hsa-mir-9-2/hsa-mir-34a/hsa-mir-222/hsa-mir-17/hsa-mir-196a-1/hsa-mir-196a-2/hsa-mir-199a-2/hsa-mir-199a-1/hsa-mir-214	17
Angiogenesis	Angiogenesis	16/172	65/1764	0.000301214634755209	0.00126633091346067	0.000601782191884736	hsa-mir-10b/hsa-mir-21/hsa-mir-93/hsa-mir-221/hsa-mir-891a/hsa-mir-34a/hsa-mir-222/hsa-mir-184/hsa-mir-190b/hsa-mir-18a/hsa-mir-19a/hsa-mir-20a/hsa-mir-17/hsa-mir-130a/hsa-mir-19b-2/hsa-mir-205	16
Leukemia, Lymphocytic, Chronic	Leukemia, Lymphocytic, Chronic	12/172	41/1764	0.000319229882649405	0.00132405414414317	0.000629213262163079	hsa-mir-21/hsa-mir-532/hsa-mir-9-1/hsa-mir-9-3/hsa-mir-9-2/hsa-mir-34c/hsa-mir-34a/hsa-mir-17/hsa-mir-181b-2/hsa-mir-362/hsa-mir-34b/hsa-mir-214	12
Osteoarthritis	Osteoarthritis	12/172	41/1764	0.000319229882649405	0.00132405414414317	0.000629213262163079	hsa-mir-21/hsa-mir-9-1/hsa-mir-9-3/hsa-mir-9-2/hsa-mir-34a/hsa-mir-139/hsa-mir-130a/hsa-mir-181b-2/hsa-mir-199a-2/hsa-mir-199a-1/hsa-mir-204/hsa-mir-483	12
Lymphoma	Lymphoma	15/172	60/1764	0.000390951727033095	0.00161072111537635	0.000765442328717429	hsa-mir-10b/hsa-mir-21/hsa-mir-224/hsa-mir-34a/hsa-mir-18a/hsa-mir-19a/hsa-mir-520a/hsa-mir-20a/hsa-mir-17/hsa-mir-19b-2/hsa-mir-20b/hsa-mir-199a-2/hsa-mir-199a-1/hsa-mir-200c/hsa-mir-4739	15
DNA Damage Response	DNA Damage Response	7/172	16/1764	0.000397497567469259	0.00162684434898015	0.000773104366147949	hsa-mir-452/hsa-mir-34c/hsa-mir-34a/hsa-mir-18a/hsa-mir-130a/hsa-mir-196a-2/hsa-mir-34b	7
Carcinoma, Urothelial, Upper Tract	Carcinoma, Urothelial, Upper Tract	10/172	31/1764	0.000431925568344077	0.00175611842918842	0.000834537628587241	hsa-mir-21/hsa-mir-96/hsa-mir-182/hsa-mir-135a-2/hsa-mir-135a-1/hsa-mir-33b/hsa-let-7c/hsa-mir-205/hsa-mir-431/hsa-mir-135b	10
Endometrial Neoplasms	Endometrial Neoplasms	6/172	12/1764	0.000442725520436169	0.00177665176382826	0.000844295421747718	hsa-mir-183/hsa-mir-96/hsa-mir-182/hsa-mir-9-1/hsa-mir-9-3/hsa-mir-9-2	6
insulin-like growth factor 1 (IGF-1)	insulin-like growth factor 1 (IGF-1)	6/172	12/1764	0.000442725520436169	0.00177665176382826	0.000844295421747718	hsa-mir-21/hsa-mir-9-1/hsa-mir-9-3/hsa-mir-9-2/hsa-mir-130b/hsa-mir-200c	6
Cell Motility	Cell Motility	8/172	21/1764	0.000466412432999788	0.00185570534328904	0.000881863039989172	hsa-mir-10b/hsa-mir-21/hsa-mir-9-1/hsa-mir-9-3/hsa-mir-9-2/hsa-mir-222/hsa-mir-130b/hsa-mir-205	8
E2F1	E2F1	9/172	26/1764	0.000468430475005001	0.00185570534328904	0.000881863039989172	hsa-mir-93/hsa-mir-224/hsa-mir-452/hsa-mir-18a/hsa-mir-19a/hsa-mir-20a/hsa-mir-17/hsa-mir-195/hsa-mir-20b	9
ultraviolet (UV) irradiation	ultraviolet (UV) irradiation	13/172	49/1764	0.000521581654983304	0.00205310485846931	0.000975670678782043	hsa-mir-21/hsa-mir-9-1/hsa-mir-9-3/hsa-mir-9-2/hsa-mir-34c/hsa-mir-34a/hsa-mir-139/hsa-mir-18a/hsa-mir-101-1/hsa-mir-101-2/hsa-mir-205/hsa-mir-7-3/hsa-mir-211	13
Cell Differentiation	Cell Differentiation	14/172	56/1764	0.000615710713813029	0.00240828620972438	0.00114445895505553	hsa-mir-424/hsa-mir-183/hsa-mir-96/hsa-mir-182/hsa-mir-9-1/hsa-mir-9-3/hsa-mir-9-2/hsa-mir-34c/hsa-mir-34a/hsa-mir-222/hsa-mir-18a/hsa-mir-34b/hsa-let-7c/hsa-mir-200c	14
Embryonic Development 	Embryonic Development 	7/172	17/1764	0.000620731574683534	0.00241265479971336	0.00114653498402321	hsa-mir-21/hsa-mir-93/hsa-mir-183/hsa-mir-34a/hsa-mir-130b/hsa-mir-20b/hsa-mir-135b	7
Lymphoma, Large B-Cell, Diffuse	Lymphoma, Large B-Cell, Diffuse	11/172	38/1764	0.000635493142566976	0.00245459226316494	0.00116646438668544	hsa-mir-21/hsa-mir-224/hsa-mir-221/hsa-mir-34a/hsa-mir-222/hsa-mir-18a/hsa-mir-511/hsa-mir-5586/hsa-mir-147b/hsa-mir-214/hsa-mir-200c	11
Intrahepatic Cholangiocarcinoma	Intrahepatic Cholangiocarcinoma	8/172	22/1764	0.000672677831785154	0.00258208012449208	0.00122704880724458	hsa-mir-96/hsa-mir-101-1/hsa-mir-101-2/hsa-mir-195/hsa-mir-338/hsa-mir-199b/hsa-mir-204/hsa-mir-483	8
nicotine	nicotine	10/172	33/1764	0.000757517597641616	0.00288978935396617	0.0013732775161924	hsa-mir-21/hsa-mir-9-1/hsa-mir-9-3/hsa-mir-9-2/hsa-mir-30d/hsa-mir-101-1/hsa-mir-101-2/hsa-mir-493/hsa-mir-200c/hsa-mir-7-3	10
Squamous Cell Carcinoma, Laryngeal or Hypopharyngeal	Squamous Cell Carcinoma, Laryngeal or Hypopharyngeal	9/172	28/1764	0.000871102920787683	0.00330270923341588	0.00156950413238465	hsa-mir-21/hsa-mir-93/hsa-mir-34c/hsa-mir-34a/hsa-mir-139/hsa-mir-19a/hsa-mir-519a-1/hsa-mir-205/hsa-mir-214	9
Leukemia, Myeloid	Leukemia, Myeloid	7/172	18/1764	0.000933145343222885	0.0034950534673439	0.00166090941473164	hsa-mir-34c/hsa-mir-139/hsa-mir-18a/hsa-mir-19a/hsa-mir-20a/hsa-mir-17/hsa-mir-19b-2	7
Squamous Cell Carcinoma, Skin or Unspecific	Squamous Cell Carcinoma, Skin or Unspecific	7/172	18/1764	0.000933145343222885	0.0034950534673439	0.00166090941473164	hsa-mir-21/hsa-mir-20a/hsa-mir-205/hsa-mir-199a-2/hsa-mir-199a-1/hsa-mir-204/hsa-mir-135b	7
Adenocarcinoma, Colon	Adenocarcinoma, Colon	8/172	23/1764	0.000946719530378064	0.00350342916032122	0.00166488968783788	hsa-mir-21/hsa-mir-224/hsa-mir-96/hsa-mir-182/hsa-mir-30d/hsa-mir-18a/hsa-mir-552/hsa-mir-135b	8
Squamous Cell Carcinoma, Lung	Squamous Cell Carcinoma, Lung	8/172	23/1764	0.000946719530378064	0.00350342916032122	0.00166488968783788	hsa-mir-21/hsa-mir-183/hsa-mir-182/hsa-mir-19a/hsa-mir-425/hsa-mir-20a/hsa-mir-19b-2/hsa-mir-205	8
1-methyl-4-phenylpyridinium (MPP+)	1-methyl-4-phenylpyridinium (MPP+)	11/172	40/1764	0.00102532627768288	0.00377173595004775	0.00179239368091181	hsa-mir-217/hsa-mir-9-1/hsa-mir-9-3/hsa-mir-9-2/hsa-mir-34a/hsa-mir-1301/hsa-mir-199a-2/hsa-mir-199a-1/hsa-mir-214/hsa-mir-7-3/hsa-mir-135b	11
hemin	hemin	6/172	14/1764	0.00121737737953724	0.00442552482678833	0.00210308538012935	hsa-mir-103a-1/hsa-mir-103a-2/hsa-mir-217/hsa-mir-130a/hsa-mir-196a-1/hsa-mir-196a-2	6
Neuron Differentiation	Neuron Differentiation	6/172	14/1764	0.00121737737953724	0.00442552482678833	0.00210308538012935	hsa-mir-183/hsa-mir-96/hsa-mir-182/hsa-mir-9-1/hsa-mir-9-3/hsa-mir-9-2	6
Adipocyte Differentiation	Adipocyte Differentiation	11/172	41/1764	0.00128422828919515	0.00460338064230464	0.00218760551729347	hsa-mir-103a-1/hsa-mir-103a-2/hsa-mir-221/hsa-mir-222/hsa-mir-19a/hsa-mir-20a/hsa-mir-17/hsa-mir-130a/hsa-mir-33b/hsa-mir-204/hsa-mir-211	11
Parkinson's Disease	Parkinson's Disease	11/172	41/1764	0.00128422828919515	0.00460338064230464	0.00218760551729347	hsa-mir-21/hsa-mir-221/hsa-mir-9-1/hsa-mir-9-3/hsa-mir-9-2/hsa-mir-34a/hsa-mir-195/hsa-mir-19b-2/hsa-mir-34b/hsa-mir-214/hsa-mir-7-3	11
Brain Neoplasms	Brain Neoplasms	8/172	24/1764	0.00130354629838724	0.00460338064230464	0.00218760551729347	hsa-mir-21/hsa-mir-9-1/hsa-mir-9-3/hsa-mir-9-2/hsa-mir-34a/hsa-mir-222/hsa-mir-181b-2/hsa-mir-92b	8
Carcinoma, Ovarian, Serous	Carcinoma, Ovarian, Serous	8/172	24/1764	0.00130354629838724	0.00460338064230464	0.00218760551729347	hsa-mir-21/hsa-mir-103a-1/hsa-mir-103a-2/hsa-mir-508/hsa-mir-509-2/hsa-mir-509-3/hsa-mir-509-1/hsa-mir-483	8
Lymphoma, B-Cell	Lymphoma, B-Cell	8/172	24/1764	0.00130354629838724	0.00460338064230464	0.00218760551729347	hsa-mir-224/hsa-mir-34a/hsa-mir-20a/hsa-mir-17/hsa-mir-195/hsa-mir-19b-2/hsa-mir-92b/hsa-mir-204	8
Essential Hypertension	Essential Hypertension	7/172	19/1764	0.00135748053915134	0.00476660780224731	0.0022651738661676	hsa-mir-21/hsa-mir-9-1/hsa-mir-9-3/hsa-mir-9-2/hsa-mir-362/hsa-let-7c/hsa-mir-483	7
2,3,5,4'-tetrahydroxystilbene-2-O-β-D-glucoside (TSG)	2,3,5,4'-tetrahydroxystilbene-2-O-β-D-glucoside (TSG)	5/172	10/1764	0.00139739221348889	0.00477120656318306	0.00226735927632103	hsa-mir-21/hsa-mir-9-1/hsa-mir-9-3/hsa-mir-9-2/hsa-mir-204	5
Early-Stage Gastric Carcinoma	Early-Stage Gastric Carcinoma	5/172	10/1764	0.00139739221348889	0.00477120656318306	0.00226735927632103	hsa-mir-103a-1/hsa-mir-103a-2/hsa-mir-9-1/hsa-mir-196a-1/hsa-mir-196a-2	5
Graves' Disease	Graves' Disease	5/172	10/1764	0.00139739221348889	0.00477120656318306	0.00226735927632103	hsa-mir-224/hsa-mir-183/hsa-mir-660/hsa-mir-101-1/hsa-mir-101-2	5
Nervous System Diseases [unspecific]	Nervous System Diseases [unspecific]	5/172	10/1764	0.00139739221348889	0.00477120656318306	0.00226735927632103	hsa-mir-9-1/hsa-mir-9-3/hsa-mir-9-2/hsa-mir-219b/hsa-mir-338	5
steroids	steroids	5/172	10/1764	0.00139739221348889	0.00477120656318306	0.00226735927632103	hsa-mir-34a/hsa-mir-199a-2/hsa-mir-199a-1/hsa-mir-214/hsa-mir-7-3	5
Rheumatoid Arthritis	Rheumatoid Arthritis	13/172	54/1764	0.00141891287589407	0.00481806679836558	0.00228962806462953	hsa-mir-21/hsa-mir-532/hsa-mir-221/hsa-mir-9-1/hsa-mir-9-3/hsa-mir-9-2/hsa-mir-34c/hsa-mir-34a/hsa-mir-222/hsa-mir-17/hsa-mir-188/hsa-mir-34b/hsa-mir-219b	13
Chronic Hepatitis C	Chronic Hepatitis C	10/172	36/1764	0.00160320290602498	0.0054140950596909	0.00257287092770186	hsa-mir-224/hsa-mir-196b/hsa-mir-222/hsa-mir-17/hsa-mir-196a-1/hsa-mir-196a-2/hsa-mir-765/hsa-mir-431/hsa-mir-199a-2/hsa-mir-199a-1	10
Melanocyte_light	Melanocyte_light	8/172	25/1764	0.00175982133804845	0.00591070427670621	0.00280886815397894	hsa-mir-508/hsa-mir-514a-1/hsa-mir-514a-3/hsa-mir-514a-2/hsa-mir-509-2/hsa-mir-509-3/hsa-mir-509-1/hsa-mir-211	8
TGF-beta	TGF-beta	18/172	90/1764	0.00185556798025321	0.00616900550648677	0.00293161733317971	hsa-mir-424/hsa-mir-10b/hsa-mir-21/hsa-mir-93/hsa-mir-183/hsa-mir-182/hsa-mir-221/hsa-mir-34a/hsa-mir-222/hsa-mir-184/hsa-mir-139/hsa-mir-301a/hsa-mir-181b-2/hsa-mir-195/hsa-mir-205/hsa-mir-577/hsa-mir-214/hsa-mir-200c	18
Carcinoma, Urothelial	Carcinoma, Urothelial	6/172	15/1764	0.00186667318723791	0.00616900550648677	0.00293161733317971	hsa-mir-21/hsa-mir-183/hsa-mir-96/hsa-mir-182/hsa-mir-101-1/hsa-mir-101-2	6
Saos-2_osteosarcoma_treated_with_ascorbic_acid_and_BGP_to_induce_calcification_00hr00min	Saos-2_osteosarcoma_treated_with_ascorbic_acid_and_BGP_to_induce_calcification_00hr00min	6/172	15/1764	0.00186667318723791	0.00616900550648677	0.00293161733317971	hsa-mir-767/hsa-mir-1269a/hsa-mir-105-2/hsa-mir-105-1/hsa-mir-500a/hsa-mir-3144	6
